title,company,location,description,salary_min,salary_max,contract_type,category,created_date,redirect_url,source,search_term,search_location,collected_date
CTIO-Data Scientist-Sr Associate,PwC,"Tarrytown, Travis County","Specialty/Competency: Data Science Industry/Sector: Not Applicable Time Type: Full time Travel Requirements: Up to 20% At PwC, our people in data and analytics engineering focus on leveraging advanced technologies and techniques to design and develop robust data solutions for clients. They play a crucial role in transforming raw data into actionable insights, enabling informed decision-making and driving business growth. Those in data science and machine learning engineering at PwC will focus o…",129777.5,129777.5,,IT Jobs,2025-06-25T10:23:15Z,https://www.adzuna.com/details/5267528633?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
Chief of Staff,Pear VC,"Austin, Travis County","Lasso is tackling one of the most burning challenges in climate: emissions in food production, responsible for 30% of total global warming potential . We’re building the infrastructure to unlock sustainable funding at scale. Our platform connects farmers to critical funding for projects like solar, water conservation, and soil health, making it radically easier to fund climate-smart agriculture. Behind the scenes, we combine intelligent matching, AI-driven workflows, and ag-tech education to mo…",95306.41,95306.41,,IT Jobs,2025-06-25T03:59:15Z,https://www.adzuna.com/land/ad/5266978587?se=DnbfBOVR8BGojOiAk9LMuA&utm_medium=api&utm_source=9c54ed3b&v=E13AC25D41157D59F2723F7F1781428BA4D83435,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
"Developer advocate, technical content Job at writer.com in Austin",writer.com,"Austin, Travis County","Get AI-powered advice on this job and more exclusive features. About This Role Writer is seeking an experienced developer advocate focused on technical content to join our Developer Relations team at Writer. An accomplished storyteller with a strong technical background, this developer advocate will produce world class technical content to drive awareness of Writer research and technology and adoption of the Writer platform. About This Role Writer is seeking an experienced developer advocate fo…",94826.8,94826.8,,IT Jobs,2025-06-24T11:12:28Z,https://www.adzuna.com/details/5265841418?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
"Delivery Consultant - Machine Learning Engineer, AWS Professional Services, AWS Professional Services",Amazon,"Tarrytown, Travis County","Description Are you excited about building software solutions around large, complex Machine Learning (ML) and Artificial Intelligence (AI) systems? Want to help the largest global enterprises derive business value through the adoption and automation of Generative AI (GenAI)? Excited by using massive amounts of disparate data to develop AI/ML models? Eager to learn to apply AI/ML to a diverse array of enterprise use? Thrilled to be a key part of Amazon, who has been investing in Machine Learning…",145519.5,145519.5,,IT Jobs,2025-06-23T08:23:15Z,https://www.adzuna.com/details/5263812758?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
"ASIC Design Engineer, Cloud-Scale Machine Learning Acceleration team",Amazon,"Tarrytown, Travis County","Description Utility Computing (UC) AWS Utility Computing (UC) provides product innovations - from foundational services such as Amazon's Simple Storage Service (S3) and Amazon Elastic Compute Cloud (EC2), to consistently released new product innovations that continue to set AWS's services and features apart in the industry. As a member of the UC organization, you'll support the development and management of Compute, Database, Storage, Internet of Things (Iot), Platform, and Productivity Apps se…",158094.2,158094.2,,IT Jobs,2025-06-23T08:23:12Z,https://www.adzuna.com/details/5263812736?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
"Software Engineer (AI/ML), Ai & Data Platforms",Apple,"Tarrytown, Travis County","Software Engineer (AI/ML), Ai & Data Platforms Austin, Texas, United States Software and Services Summary Posted: Jun 20, 2025 Role Number: 200608082 The people here at Apple don't just build products - we craft the kind of wonder that's revolutionized entire industries. It's the diversity of those people and their ideas that supports the innovation that runs through everything we do, from amazing technology to industry-leading environmental efforts. Join Apple, and help us leave the world bett…",197874.03,197874.03,,Engineering Jobs,2025-06-22T08:34:14Z,https://www.adzuna.com/details/5262858493?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
"Apple is hiring: Graphics, Games, and Machine Learning - Gaming Experience Test",Apple,"Austin, Travis County","Graphics, Games, and Machine Learning - Gaming Experience Test Engineer Location: Austin, Texas, United States Department: Software and Services Summary Posted: May 16, 2025 Weekly Hours: 40 Role Number: 200605180 The Graphics, Games, and Machine Learning Test Engineering organizations play a crucial role in the success and delivery of nearly every major Apple product. We are involved with everything except watch bands! Our teams have contributed to innovations such as Metal, Reference Mode on …",93831.05,93831.05,,Engineering Jobs,2025-06-21T12:06:05Z,https://www.adzuna.com/details/5261783784?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
"Graphics, Games, and Machine Learning - Gaming Experience Test Engineer Job at A",Apple Inc.,"Austin, Travis County","Graphics, Games, and Machine Learning - Gaming Experience Test Engineer Austin, Texas, United States Software and Services Add to Favorites Graphics, Games, and Machine Learning - Gaming Experience Test Engineer Removed from favorites Description The Graphics, Games, and Machine Learning team is seeking an expert, self-motivated test engineer with a real passion for not just gaming but making the macOS, iOS, and tvOS gaming experience the best it can be. You will work with the latest Apple prod…",90850.04,90850.04,,IT Jobs,2025-06-21T12:06:04Z,https://www.adzuna.com/details/5261783693?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
AI/ML Software Engineer,Vividly,"Austin, Travis County","Who We Are Vividly is the leading modern trade promotion management (TPM) solution built by and for the consumer packaged goods industry. From campaign creation to deductions management and promotion measurement, we help brands manage every element of trade spend. With our easy-to-use platform and industry-leading experience, we pride ourselves on our ability to bring businesses to the next level. Not familiar with trade promotion spend? That’s OK. Most people aren’t. It’s a $8 trillion dollar …",117998.67,117998.67,,IT Jobs,2025-06-21T07:27:31Z,https://www.adzuna.com/details/5261521806?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
"Developer advocate, technical content",writer.com,"Austin, Travis County","Get AI-powered advice on this job and more exclusive features. About This Role Writer is seeking an experienced developer advocate focused on technical content to join our Developer Relations team at Writer. An accomplished storyteller with a strong technical background, this developer advocate will produce world class technical content to drive awareness of Writer research and technology and adoption of the Writer platform. About This Role Writer is seeking an experienced developer advocate fo…",99581.9,99581.9,,IT Jobs,2025-06-20T11:53:37Z,https://www.adzuna.com/details/5260056412?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
Staff Technical Program Manager,SailPoint Technologies,"Austin, Travis County","SailPoint is seeking a Staff Technical Program Manager to drive some of our most complex, business-critical initiatives for our AI team within the Product organization. We are looking for a technical, program manager who has experience driving large organization wide initiatives. This individual is passionate about cultivating relationships and has experience influencing across organizational boundaries. You will manage a program from beginning to end to ensure we’re executing successfully and …",169000.0,169000.0,,IT Jobs,2025-06-20T09:20:10Z,https://www.adzuna.com/details/5259936609?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Austin, TX",2025-06-25 12:54:12
"Senior Product Manager, Advertising (Boston)",Wayfair,"Boston, Suffolk County","Wayfair believes everyone should live in a home they love. Through technology and innovation, Wayfair makes it possible for shoppers to quickly and easily find exactly what they want from a selection of more than 15 million items across home furnishings, decor, home improvement, housewares, and more. Suppliers are crucial partners in enabling Wayfair’s mission. Within Global Supplier Technology (GST), the Supplier Advertising team owns the strategy, design, engineering, go to market, and analyt…",101062.82,101062.82,,IT Jobs,2025-06-25T11:23:41Z,https://www.adzuna.com/details/5267599696?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Boston, MA",2025-06-25 12:54:15
Staff Machine Learning Engineer (PhD),Jerry,"Boston, Suffolk County","Job Description Job Description  Why us? Innovation: Jerry is disrupting the car industry. With our super app, we are ushering in a new era for 300M drivers in the US and radically improving the consumer automotive experience. Impactful Projects: Architect complex deep learning models with massive real-world applications. Startup Energy: Move quickly, test, iterate and own projects end-to-end in an environment where your ideas matter and your impact is felt from day one. Brilliant Teammates: Wo…",160933.22,160933.22,,IT Jobs,2025-06-25T01:51:57Z,https://www.adzuna.com/details/5266827023?utm_medium=api&utm_source=9c54ed3b,adzuna,Machine Learning Engineer,"Boston, MA",2025-06-25 12:54:15
